DATE,TIME,PAIR,TYPE,RESULT,GROWTH %,COMMENTS,TRADE IMAGE
25/11/2024,3-4pm,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/2PRkJeST/
27/11/2024,8-9am,EUR/USD,SELL,WON,0.004,,https://www.tradingview.com/x/sd0fdkTD/
29/11/2024,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/HhaVlbb2/
02/12/2024,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/EILMLwpt/
03/12/2024,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/3IMV0pUC/
03/12/2024,9-10am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/Cgsl5pXi/
04/12/2024,9-10am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/7POCxHZe/
05/12/2024,8-9am,EUR/USD,BUY,WON,0.016,,https://www.tradingview.com/x/BGsoaxVp/
06/12/2024,8-9am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/IOSBqeEL/
09/12/2024,3-4pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/cS4cvyyk/
10/12/2024,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/eNZ2Rz3U/
10/12/2024,9-10am,EUR/USD,SELL,WON,0.01,took partial profit but went to 2%,https://www.tradingview.com/x/eNZ2Rz3U/
11/12/2024,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/LluF0MOk/
11/12/2024,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/LluF0MOk/
12/12/2024,9-10am,EUR/USD,BUY,WON,0.004,,https://www.tradingview.com/x/eo6NndKx/
13/12/2024,8-9am,EUR/USD,SELL,LOST,-0.01,"manual error, anticipated trend colour change, didnt happen",https://www.tradingview.com/x/Gh98O8Z9/
13/12/2024,3-4pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/nkvguoze/
17/12/2024,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/PZM3Pdzu/
18/12/2024,2-3pm,US100,BUY,WON,0.01,,https://www.tradingview.com/x/HZJDTj14/
19/12/2024,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/cMaJyu73/
20/12/2024,8-9am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/pUn6SAUr/
07/01/2025,1-2pm,EUR/USD,BUY,WON,0.01,Trade would of lost if not managed SL,https://www.tradingview.com/x/Bxdpqcst/
08/01/2025,12-1pm,EUR/USD,SELL,WON,0.01,Trade would of lost if not managed SL,https://www.tradingview.com/x/tA6ZuR2G/
08/01/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/LvorEDgL/
09/01/2025,8-9am,EUR/USD,BUY,WON,0.004,would have gone to 2%,https://www.tradingview.com/x/E2vGzfai/
10/01/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/309aJ3GM/
10/01/2025,3-4pm,US100,BUY,WON,0.02,,https://www.tradingview.com/x/YHn8MDtv/
14/01/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/lWrjrYAb/
14/01/2025,2-3pm,US100,BUY,WON,0.02,,https://www.tradingview.com/x/wQuCXkOk/
15/01/2025,8-9am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/JAujcNsC/
16/01/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/w8nCcWPE/
16/01/2025,9-10am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/8bZKrGcB/
22/01/2025,4-5pm,US100,BUY,WON,0.01,dont push it take 1% but it did 2% in the end,https://www.tradingview.com/x/hkkbFyQR/
23/01/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/i9MCuqrC/
23/01/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/i9MCuqrC/
24/01/2025,9-10am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/v971RD9Q/
28/01/2025,9-10am,EUR/USD,BUY,WON,0.01,in the trade a long time so decided to take 1% but 2% was acheived,https://www.tradingview.com/x/dHyOGV1j/
28/01/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/AXmDwYPd/
29/01/2025,8-9am,EUR/USD,BUY,WON,0.005,,https://www.tradingview.com/x/8qqOXQGS/
30/01/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/YpUn4mom/
30/01/2025,4-5pm,US100,BUY,WON,0.01,,https://www.tradingview.com/x/3EP3bpeK/
31/01/2025,9-10am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/L4Q8ydOT/
05/02/2025,10-11am,EUR/USD,BUY,WON,0.01,,https://www.tradingview.com/x/xxpJgmxJ/
06/02/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/ww7c1KWO/
06/02/2025,4-5pm,EUR/USD,BUY,WON,0.01,,https://www.tradingview.com/x/nzazKSdq/
07/02/2025,9-10am,EUR/USD,SELL,BREAKEVEN,0,BreakEven,https://www.tradingview.com/x/LjHySdQY/
07/02/2025,9-10am,EUR/USD,SELL,WON,0.016,price stalled on support line hence 1;6%,https://www.tradingview.com/x/8YoAyKqV/
11/02/2025,2-3pm,US100,BUY,WON,0.02,,https://www.tradingview.com/x/td2Z99nP/
12/02/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/v3IxgXdz/
12/02/2025,3-4pm,US100,SELL,WON,0.015,went to 2%,https://www.tradingview.com/x/UroRE9so/
13/02/2025,9-10am,EUR/USD,BUY,WON,0.019,went to 2%,https://www.tradingview.com/x/5faPHgDW/
14/02/2025,12-1pm,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/tNJmymNw/
14/02/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/yqCAYZ0J/
18/02/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/CA6A26WR/
18/02/2025,8-9am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/yGYIIt0r/
19/02/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/1SVlRpGg/
19/02/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/ylkY3amU/
20/02/2025,8-9am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/8Nq7LBJx/
25/02/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/lP8EIA2G/
25/02/2025,3-4pm,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/cWITgIWF/
26/02/2025,8-9am,EUR/USD,SELL,WON,0.018,,https://www.tradingview.com/x/LIiDpocp/
27/02/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/gOKLy4LF/
27/02/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/h36gCGS4/
04/03/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/I8T0H4LY/
04/03/2025,9-10am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/2EUQP7Su/
05/03/2025,9-10am,EUR/USD,SELL,WON,0,Trade won but put stop loss to entry to protect equity,https://www.tradingview.com/x/QRUHP9dH/
07/03/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/fNYwjck2/
07/03/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/d0Ska7VG/
12/03/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/hX7cxirL/
12/03/2025,1-2pm,US100,BUY,WON,0.02,,https://www.tradingview.com/x/3Z4OYbcu/
13/03/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/Mgs6dkCo/
13/03/2025,1-2pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/WpnDuYRD/
14/03/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/098jEcuE/
18/03/2025,9-10am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/pC6gqsRp/
20/03/2025,9-10am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/NkvwB9mh/
20/03/2025,1-2pm,US100,BUY,WON,0.02,,https://www.tradingview.com/x/NJWmP266/
25/03/2025,8-9am,EUR/USD,BUY,WON,0.02,Steve Trading for David,https://www.tradingview.com/x/04SYkTBJ/
27/03/2025,8-9am,EUR/USD,BUY,LOST,-0.01,Steve Trading for David - Reached 1.9% but turned around,https://www.tradingview.com/x/CPPnMas3/
28/03/2025,10-11am,EUR/USD,SELL,WON,0.02,Steve Trading for David,https://www.tradingview.com/x/sRiCOHoe/
28/03/2025,8-9am,EUR/USD,BUY,LOST,-0.01,Steve Trading for David,https://www.tradingview.com/x/sRiCOHoe/
03/04/2025,2-3pm,US100,BUY,WON,0.02,After EUR/USD turmoil in the morning session US100 was a clear setup,https://www.tradingview.com/x/c7qeiiE3/
04/04/2025,10-11am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/jIKZwBLe/
04/04/2025,11-12am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/jIKZwBLe/
07/04/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/VLJmSG90/
07/04/2025,12-1pm,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/iN6f0jBC/
08/04/2025,8-9am,EUR/USD,BUY,LOST,-0.01,No second trade opportunity,https://www.tradingview.com/x/yXvlB5DQ/
15/04/2025,8-9am,EUR/USD,BUY,WON,0,Moved SL to Break Even - Trade would have lost,https://www.tradingview.com/x/cSHupD2l/
15/04/2025,1-2pm,EUR/USD,BUY,WON,0.008,Moved SL slowly up to lock in profits settled for 0.8% would have been 2%,https://www.tradingview.com/x/tDHLrqI1/
16/04/2025,4-5pm,EUR/USD,BUY,WON,0.0128,Moved SL slowly up to lock in profits.Would have reached 2%,https://www.tradingview.com/x/NhReCHru/
17/04/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/GeLcSvKl/
17/04/2025,8-9am,EUR/USD,BUY,WON,0.006,Managed SL to protect assets. Hit SL at 0.6% profit,https://www.tradingview.com/x/GeLcSvKl/
18/04/2025,8-9am,EUR/USD,BUY,WON,0,Good Friday: Exited trade due to low volume. Trade would have lost,https://www.tradingview.com/x/ZbAozrlV/
22/04/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/NUysRyod/
22/04/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/NUysRyod/
24/04/2025,8-9pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/ub70H9qJ/
25/04/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/p6bc6Fiu/
29/04/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/djGUTNH7/
30/04/2025,8-9am,EUR/USD,SELL,WON,0.013,Managed SL to secure 1.3%,https://www.tradingview.com/x/2NxH50DX/
01/05/2025,8-9am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/ZcBdv97l/
02/05/2025,8-9am,EUR/USD,SELL,LOST,-0.01,`,https://www.tradingview.com/x/jgpTssOw/
02/05/2025,11-12am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/uIfhkVQO/
06/05/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/1SHj3Nkp/
07/05/2025,8-9am,EUR/USD,SELL,WON,0.018,went to 2% anyway,https://www.tradingview.com/x/I5OS5v4s/
08/05/2025,8-9am,EUR/USD,BUY,LOST,-0.01,hit the buy button in error,https://www.tradingview.com/x/vA6I5lfI/
08/05/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/vA6I5lfI/
13/05/2025,2-3pm,US100,BUY,WON,0.02,,https://www.tradingview.com/x/HByrnqDf/
13/05/2025,8-9am,EUR/USD,SELL,LOST,-0.01,"did have a sell alert, but because of volatility, it disappeared",https://www.tradingview.com/x/RYxJPZT8/
14/05/2025,8-9am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/pH9g8KkB/
15/05/2025,8-9am,EUR/USD,SELL,WON,0.013,it went to 2% after a stall,https://www.tradingview.com/x/zMKF8Vgs/
21/05/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/1C8CqFx9/
21/05/2025,2-3pm,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/IijWywR7/
23/05/2025,8-9am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/nOl7EPeb/
27/05/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/MHJYYyzp/
03/06/2025,8-9am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/deBxJliZ/
04/06/2025,10-11am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/bHhuz7pR/
05/06/2025,8-9am,EUR/USD,SELL,BREAKEVEN,0,,https://www.tradingview.com/x/mSH8ghAF/
05/06/2025,11-12am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/BtqXMZDS/
06/06/2025,8-9am,EUR/USD,SELL,BREAKEVEN,0,Moved SL to BREAKEVEN pending BUY ZONE,https://www.tradingview.com/x/tmNc2rC1/
10/06/2025,8-9am,EUR/USD,BUY,BREAKEVEN,0,SL TO BREAKEVEN,https://www.tradingview.com/x/eDFk9hUa/
10/06/2025,3-4pm,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/j0KagNAf/
11/06/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/h9A4yORE/
11/06/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/bJ1Wb4RJ/
13/06/2025,3-4pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/opS8JETh/
13/06/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/hsKjsYVH/
17/06/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/FtJD1QoB/
18/06/2025,8-9am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/hbfHtrIO/
19/06/2025,8-9am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/XY9hNCsq/
20/06/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/UMrxa6Wk/
20/06/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/7YIXeizq/
24/06/2025,4-5pm,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/iWKALyM3/
25/06/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/F1noHjYP/
25/06/2025,2-3pm,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/LQKqOQkH/
26/06/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/7BFj1nsw/
27/06/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/OlWK3vxB/
27/06/2025,9-10am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/TnUyRuqr/
01/07/2025,11-12am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/51nnu534/
01/07/2025,11-12am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/51nnu534/
02/07/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/Z3rsEO8T/
02/07/2025,2-3pm,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/5NDzxF3X/
03/07/2025,10-11am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/UWwBjaf0/
03/07/2025,11-12am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/svShuB0J/
08/07/2025,8-9am,EUR/USD,SELL,WON,0.008,,https://www.tradingview.com/x/KJktHHRE/
09/07/2025,2-3pm,US100,BUY,WON,0.02,,https://www.tradingview.com/x/ZLBX1w0r/
09/07/2025,7-8pm,EUR/USD,BUY,WON,0.0015,,https://www.tradingview.com/x/Wvmj80cL/
10/07/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/MpMGQgnR/
10/07/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/j8j0QoxI/
11/07/2025,8-9am,EUR/USD,SELL,WON,0.002,,https://www.tradingview.com/x/G9w1Q2Gs/
15/07/2025,8-9am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/AHHNNHFu/
16/07/2025,7-8pm,US100,BUY,WON,0.005,,https://www.tradingview.com/x/aUOQuX2A/
16/07/2025,2-3pm,US100,SELL,WON,0.016,,https://www.tradingview.com/x/2Z2iwIqA/
17/07/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/jcfftCPd/
17/07/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/TAqXWq1u/
18/07/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/aZBjDr9a/
22/07/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/rKGwF5ON/
23/07/2025,8-9am,EUR/USD,SELL,WON,0.015,trade would have lost if NOT taken at 1.5,https://www.tradingview.com/x/iCMrgbb9/
24/07/2025,8-9pm,US100,SELL,LOST,-0.01,,https://www.tradingview.com/x/0qL4BTak/
29/07/2025,8-9am,EUR/USD,BUY,WON,0.015,"Trade went on to 2%, took profit early for resistance",https://www.tradingview.com/x/ZeeEut4E/
29/07/2025,2-3pm,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/341e13w3/
29/07/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/Zv05ULAx/
30/07/2025,8-9am,EUR/USD,SELL,BREAKEVEN,0,Breakeven,https://www.tradingview.com/x/GDobdJDk/
01/08/2025,9-10am,EUR/USD,BUY,LOST,-0.01,price stalled as news is iminent,https://www.tradingview.com/x/gGeA4JOf/
04/08/2025,2-3pm,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/ysRHJdDE/
04/08/2025,4-5pm,US100,BUY,WON,0.013,,https://www.tradingview.com/x/gpZam6jb/
05/08/2025,8-9am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/QOWpWPJV/
07/08/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/TebTMTuT/
07/08/2025,7-8pm,EUR/USD,BUY,WON,0.011,Closely managed trade took profit would have won 2%,https://www.tradingview.com/x/YoE7aQ34/
13/08/2025,3-4pm,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/Qe2W0eHz/
13/08/2025,7-8pm,US100,BUY,LOST,-0.01,,https://www.tradingview.com/x/3T5ktdzj/
14/08/2025,1-2pm,US100,BUY,WON,0.02,,https://www.tradingview.com/x/5BsbwuDA/
19/08/2025,9-10am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/LCWN45vj/
19/08/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/0SvN4Msw/
20/08/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/sD2xc3Bl/
26/08/2025,8-9am,EUR/USD,BUY,WON,0.006,,https://www.tradingview.com/x/MagaYhnp/
27/08/2025,12-1pm,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/i23pOb2H/
28/08/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/MORYhQ16/
02/09/2025,8-9am,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/zhhROLRL/
03/09/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/VVdxMfLr/
04/09/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/S8UfJiyl/
04/09/2025,11-12am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/rPvzdMmQ/
05/09/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/RKPZ7zGW/
05/09/2025,12-1pm,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/m9VLFCdS/
09/09/2025,8-9am,EUR/USD,SELL,WON,0.015,,https://www.tradingview.com/x/3C7YC3iN/
10/09/2025,8-9am,EUR/USD,BUY,WON,0.007,,https://www.tradingview.com/x/wmFHqWdU/
10/09/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/zvg2tmvd/
11/09/2025,3-4pm,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/RnSucwiT/
11/09/2025,7-8pm,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/Z9VPABYo/
12/09/2025,10-11am,EUR/USD,BUY,BREAKEVEN,0,"Put trade to breakeven,Trade would have lost",https://www.tradingview.com/x/kIOx6v9i/
12/09/2025,11-12am,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/az8aafay/
15/09/2025,2-3pm,EUR/USD,SELL,WON,0.02,,https://www.tradingview.com/x/wp7ipqcX/
15/09/2025,7-8pm,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/E4OEQWNq/
16/09/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/iDtCMjyg/
25/09/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/5fiocPWP/
25/09/2025,7-8pm,US100,BUY,WON,0.01,,https://www.tradingview.com/x/Fu6ys3XA/
26/09/2025,8-9am,EUR/USD,SELL,BREAKEVEN,0,"breakeven, didnt like the previous pattern",https://www.tradingview.com/x/heD0K8b2/
30/09/2025,8-9am,EUR/USD,SELL,WON,0.008,low liquidity,https://www.tradingview.com/x/ma7qqAyO/
01/10/2025,2-3pm,US100,BUY,WON,0.01,was the highest for a while volume running low,https://www.tradingview.com/x/8bNs0kJ6/
01/10/2025,7-8pm,EUR/USD,BUY,WON,0.012,reached the ema.462,https://www.tradingview.com/x/DsU18VpP/
02/10/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/g98N1ekR/
03/10/2025,10-11am,EUR/USD,SELL,WON,0.002,Market looks nervy low liquidity,https://www.tradingview.com/x/OVJYFzKE/
07/10/2025,9-10am,EUR/USD,BUY,WON,0.005,Again very low liquidity,https://www.tradingview.com/x/YMFOlx8C/
09/10/2025,2-3pm,US100,SELL,WON,0.01,"Being over cautios felt nervy, went to 2% win",https://www.tradingview.com/x/0lGEYfF6/
09/10/2025,7-8pm,US100,BUY,LOST,-0.01,,https://www.tradingview.com/x/zsUU3ljp/
10/10/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/23CY5owF/
14/10/2025,2-3pm,US100,SELL,WON,0.02,,https://www.tradingview.com/x/PhmvVNPk/
14/10/2025,8-9am,EUR/USD,BUY,LOST,-0.01,,https://www.tradingview.com/x/u5V1IT0X/
15/10/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/ZcI4IneV/
15/10/2025,2-3pm,US100,SELL,WON,0.01,TP at 1% BUT should of stayed in and acheived 2%,https://www.tradingview.com/x/dbYXQP8s/
16/10/2025,7-8pm,EUR/USD,SELL,WON,0.01,,https://www.tradingview.com/x/rDLG7JWj/
16/10/2025,7-8pm,US100,BUY,WON,0.02,,https://www.tradingview.com/x/fSEGfPCx/
17/10/2025,8-9am,EUR/USD,BUY,LOST,-0.01,Again market displaying low liquidity,https://www.tradingview.com/x/PD2npV7n/
17/10/2025,8-9am,EUR/USD,BUY,WON,0.01,because of low liquidity only taking a 1% profit,https://www.tradingview.com/x/ysXBUTFo/
21/10/2025,8-9am,EUR/USD,SELL,BREAKEVEN,0,BREAKEVEN Trade would have lost,https://www.tradingview.com/x/RFkWw8BQ/
21/10/2025,8-9am,EUR/USD,SELL,LOST,-0.01,,https://www.tradingview.com/x/nFWjG7eb/
21/10/2025,4-5pm,EUR/USD,BUY,WON,0.02,"because first trade today was BE, justified taking this trade",https://www.tradingview.com/x/v9aJD6DC/
22/10/2025,1-2pm,EUR/USD,BUY,LOST,-0.002,Did not like how trade was playing out,https://www.tradingview.com/x/LpDorUNv/
22/10/2025,2-3pm,US100,SELL,WON,0.016,went too 2% BUT took out early because price entered the BUY zone,https://www.tradingview.com/x/uozpn5FW/
23/10/2025,2-3pm,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/2pp45ObI/
24/10/2025,8-9am,EUR/USD,SELL,WON,0.01,Took profit because price entered buy zone,https://www.tradingview.com/x/JQIa8dsI/
29/10/2025,4-5pm,US100,BUY,WON,0.005,price hugging the purple EMA 462 so took profit,https://www.tradingview.com/x/RfhvRWeD/
29/10/2025,1-2pm,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/1TzmzROa/
30/10/2025,1-2pm,EUR/USD,BUY,WON,0.02,,https://www.tradingview.com/x/FOe9o2ZG/
